organization,occurredAt,customerId,customerName,serviceLocationId,serviceLocationDescription,containerId,containerDescription,containerContentType,containerCubicYards,level,wasEmptied,emptyOccurredAt,levelAtEmpty,latitude,longitude,positionAccuracy,imageUrl
universityofmaryland,2020-03-15T02:48:10.918Z,,University of Maryland,03,Denton Hall,E5RGSTA85A03,03,recycle,8,,f,,,38.99237,-76.950576,28,https://images.compology.com/1/raw_device_data/de0f77cb-4234-408b-a63a-2f373ac8adb4
universityofmaryland,2020-03-15T02:49:03.013Z,,University of Maryland,03,Denton Hall,Z1Y5KFA5H3NA,04,refuse,6,15,f,,,38.992435,-76.950805,23,https://images.compology.com/1/raw_device_data/0bf057c5-d660-4368-bde9-93c79017889c
universityofmaryland,2020-03-15T02:49:44.874Z,,University of Maryland,02,Van Munching Hall,K0V7D3VHWHMN,06,refuse,6,,f,,,38.983627,-76.948013,26,https://images.compology.com/1/raw_device_data/016a9a61-343b-47a5-b1bd-e34fea1c6f9f
universityofmaryland,2020-03-15T02:50:06.420Z,,University of Maryland,05,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,35,f,,,38.979515,-76.925567,29,https://images.compology.com/1/raw_device_data/1adcf9f8-753a-444b-a7f7-cbf282480859
universityofmaryland,2020-03-15T02:50:20.372Z,,University of Maryland,01,Gosset Football Teamhouse,J6MMBE75XVYA,01,recycle,8,25,f,,,38.990257,-76.945938,20,https://images.compology.com/1/raw_device_data/0ee1e599-b622-4a77-8d89-e164fb6c7a57
universityofmaryland,2020-03-15T17:56:15.423Z,,University of Maryland,02,Van Munching Hall,K0V7D3VHWHMN,06,refuse,6,0,f,,,38.983844,-76.948028,27,https://images.compology.com/1/raw_device_data/5b9d6c09-5dd0-463f-83f9-03ae44b757df
universityofmaryland,2020-03-15T17:57:06.812Z,,University of Maryland,04,Patapsco Building,TBCCR5C8TCBR,08,refuse,8,40,f,,,38.976478,-76.925392,27,https://images.compology.com/1/raw_device_data/48b5449c-75b5-4ac6-83bf-2205aaa6e141
universityofmaryland,2020-03-15T17:59:04.585Z,,University of Maryland,05,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,40,f,,,38.979454,-76.925537,28,https://images.compology.com/1/raw_device_data/9c4b8693-9d28-425d-99d3-06da2b5f5569
universityofmaryland,2020-03-15T17:59:13.729Z,,University of Maryland,03,Denton Hall,E5RGSTA85A03,03,recycle,8,,f,,,38.992519,-76.950668,24,https://images.compology.com/1/raw_device_data/8834f7df-537a-42ee-a114-d6d161c20918
universityofmaryland,2020-03-15T17:59:43.915Z,,University of Maryland,05,UM Technology Ventures,DM5S9RVP4WFG,09,recycle,8,20,f,,,38.979351,-76.925521,22,https://images.compology.com/1/raw_device_data/2b191ea9-e7bc-4703-8e58-ddb609e77bfb
universityofmaryland,2020-03-15T17:59:45.213Z,,University of Maryland,03,Denton Hall,Z1Y5KFA5H3NA,04,refuse,6,15,f,,,38.992488,-76.950561,25,https://images.compology.com/1/raw_device_data/2fdef8a8-280e-4d06-9221-f780a2807bed
universityofmaryland,2020-03-15T18:00:10.663Z,,University of Maryland,01,Gosset Football Teamhouse,PRP9VRTJQT8V,02,refuse,6,0,f,,,38.990196,-76.945739,17,https://images.compology.com/1/raw_device_data/28fa86f3-2132-49a8-a289-409c39d1b3cc
universityofmaryland,2020-03-15T18:00:29.232Z,,University of Maryland,04,Patapsco Building,QK633SDAVXXC,07,recycle,8,20,f,,,38.976551,-76.925422,17,https://images.compology.com/1/raw_device_data/dbb065f7-bdd7-454c-b6bc-f76ce854a518
universityofmaryland,2020-03-15T18:01:30.750Z,,University of Maryland,01,Gosset Football Teamhouse,J6MMBE75XVYA,01,recycle,8,25,f,,,38.990158,-76.945709,18,https://images.compology.com/1/raw_device_data/a1b58d4f-03b9-49ba-a129-30638695c1e3
universityofmaryland,2020-03-15T18:51:36.223Z,,University of Maryland,02,Van Munching Hall,D7CA3VQWCBEG,05,recycle,6,10,f,,,38.983558,-76.947975,6.5,https://images.compology.com/1/raw_device_data/c13ee7f8-1103-4544-b124-b18190187059
universityofmaryland,2020-03-15T22:36:06.820Z,,University of Maryland,04,Patapsco Building,TBCCR5C8TCBR,08,refuse,8,40,f,,,38.976387,-76.925415,24,https://images.compology.com/1/raw_device_data/b7a2f361-1a21-43b5-a856-2131608598a6
universityofmaryland,2020-03-15T22:38:02.883Z,,University of Maryland,03,Denton Hall,Z1Y5KFA5H3NA,04,refuse,6,15,f,,,38.992313,-76.950622,23,https://images.compology.com/1/raw_device_data/06134963-c841-4bc5-95f0-6aa5247db1af
