organization,occurredAt,customerId,customerName,serviceLocationId,serviceLocationDescription,containerId,containerDescription,containerContentType,containerCubicYards,level,wasEmptied,emptyOccurredAt,levelAtEmpty,latitude,longitude,positionAccuracy,imageUrl
universityofmaryland,2020-03-15T22:38:18.932Z,,University of Maryland,01,Gosset Football Teamhouse,PRP9VRTJQT8V,02,refuse,6,0,f,,,38.990051,-76.945671,14,https://images.compology.com/1/raw_device_data/2c809a35-352b-4de8-8465-50a5de76bc62
universityofmaryland,2020-03-15T22:39:32.070Z,,University of Maryland,05,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,35,f,,,38.979133,-76.925804,29,https://images.compology.com/1/raw_device_data/7a9d474f-4ed8-4d2a-9ab3-43f3d1bb7c4d
universityofmaryland,2020-03-15T22:39:59.090Z,,University of Maryland,03,Denton Hall,E5RGSTA85A03,03,recycle,8,,f,,,38.992275,-76.950675,26,https://images.compology.com/1/raw_device_data/a85b0b6e-efeb-438a-b930-0a4df5b4daf8
universityofmaryland,2020-03-15T22:40:05.789Z,,University of Maryland,02,Van Munching Hall,K0V7D3VHWHMN,06,refuse,6,5,f,,,38.983158,-76.948173,30,https://images.compology.com/1/raw_device_data/8d3c9dd0-c3ad-4056-94a5-11d9de1ce59f
universityofmaryland,2020-03-15T22:40:15.610Z,,University of Maryland,01,Gosset Football Teamhouse,J6MMBE75XVYA,01,recycle,8,25,f,,,38.990154,-76.945808,27,https://images.compology.com/1/raw_device_data/ae5bfa03-2783-44cc-a776-2ba5b0c408de
universityofmaryland,2020-03-15T22:40:28.033Z,,University of Maryland,05,UM Technology Ventures,DM5S9RVP4WFG,09,recycle,8,20,f,,,38.979393,-76.925582,23,https://images.compology.com/1/raw_device_data/1c609d39-00fd-4936-a6cd-3a66abc376a0
universityofmaryland,2020-03-15T22:40:29.850Z,,University of Maryland,04,Patapsco Building,QK633SDAVXXC,07,recycle,8,20,f,,,38.976482,-76.925872,22,https://images.compology.com/1/raw_device_data/d1d32c59-d087-4b25-85ec-b7c4434f6d6d
universityofmaryland,2020-03-15T23:42:18.390Z,,University of Maryland,02,Van Munching Hall,D7CA3VQWCBEG,05,recycle,6,12,f,,,38.983684,-76.947608,7.5,https://images.compology.com/1/raw_device_data/b1be1149-8896-4b2e-913a-d87fc2e897c4
universityofmaryland,2020-03-16T02:45:45.350Z,,University of Maryland,04,Patapsco Building,QK633SDAVXXC,07,recycle,8,15,f,,,38.976566,-76.92527,26,https://images.compology.com/1/raw_device_data/39cfb433-ff2f-48d7-8ffb-faa5ce6ba615
universityofmaryland,2020-03-16T02:45:59.935Z,,University of Maryland,03,Denton Hall,Z1Y5KFA5H3NA,04,refuse,6,15,f,,,38.992446,-76.950531,23,https://images.compology.com/1/raw_device_data/86dff72a-db1b-4245-be16-f46fc6ee1533
universityofmaryland,2020-03-16T02:46:10.953Z,,University of Maryland,01,Gosset Football Teamhouse,PRP9VRTJQT8V,02,refuse,6,0,f,,,38.99015,-76.945625,18,https://images.compology.com/1/raw_device_data/8d5fce62-40f4-4bad-bbd7-20335b00f772
